Clause,WeightType,Modulus,Residue
2076,Polynomial,1009,0
2076,Polynomial,100003,0
2076,Polynomial,1000003,0
2076,Exponential,1009,0
2076,Exponential,100003,0
2076,Exponential,1000003,0
2076,Hash_SHA256(i),1009,0
2076,Hash_SHA256(i),100003,0
2076,Hash_SHA256(i),1000003,0
2077,Sequential,1009,0
2077,Sequential,100003,0
2077,Sequential,1000003,0
2077,Polynomial,1009,0
2077,Polynomial,100003,0
2077,Polynomial,1000003,0
2077,Exponential,1009,0
2077,Exponential,100003,0
2077,Exponential,1000003,0
2077,Hash_SHA256(i),1009,0
2077,Hash_SHA256(i),100003,0
2077,Hash_SHA256(i),1000003,0
2078,Sequential,1009,0
2078,Sequential,100003,0
2078,Sequential,1000003,0
2078,Polynomial,1009,0
2078,Polynomial,100003,0
2078,Polynomial,1000003,0
2078,Exponential,1009,0
2078,Exponential,100003,0
2078,Exponential,1000003,0
2078,Hash_SHA256(i),1009,0
2078,Hash_SHA256(i),100003,0
2078,Hash_SHA256(i),1000003,0
2079,Sequential,1009,0
2079,Sequential,100003,0
2079,Sequential,1000003,0
2079,Polynomial,1009,0
2079,Polynomial,100003,0
2079,Polynomial,1000003,0
2079,Exponential,1009,0
2079,Exponential,100003,0
2079,Exponential,1000003,0
2079,Hash_SHA256(i),1009,0
2079,Hash_SHA256(i),100003,0
2079,Hash_SHA256(i),1000003,0
2080,Sequential,1009,0
2080,Sequential,100003,0
2080,Sequential,1000003,0
2080,Polynomial,1009,0
2080,Polynomial,100003,0
2080,Polynomial,1000003,0
2080,Exponential,1009,0
2080,Exponential,100003,0
2080,Exponential,1000003,0
2080,Hash_SHA256(i),1009,0
2080,Hash_SHA256(i),100003,0
2080,Hash_SHA256(i),1000003,0
2081,Sequential,1009,0
2081,Sequential,100003,0
2081,Sequential,1000003,0
2081,Polynomial,1009,0
2081,Polynomial,100003,0
2081,Polynomial,1000003,0
2081,Exponential,1009,0
2081,Exponential,100003,0
2081,Exponential,1000003,0
2081,Hash_SHA256(i),1009,0
2081,Hash_SHA256(i),100003,0
2081,Hash_SHA256(i),1000003,0
2082,Sequential,1009,0
2082,Sequential,100003,0
2082,Sequential,1000003,0
2082,Polynomial,1009,0
2082,Polynomial,100003,0
2082,Polynomial,1000003,0
2082,Exponential,1009,0
2082,Exponential,100003,0
2082,Exponential,1000003,0
2082,Hash_SHA256(i),1009,0
2082,Hash_SHA256(i),100003,0
2082,Hash_SHA256(i),1000003,0
2083,Sequential,1009,0
2083,Sequential,100003,0
2083,Sequential,1000003,0
2083,Polynomial,1009,0
2083,Polynomial,100003,0
2083,Polynomial,1000003,0
2083,Exponential,1009,0
2083,Exponential,100003,0
2083,Exponential,1000003,0
2083,Hash_SHA256(i),1009,0
2083,Hash_SHA256(i),100003,0
2083,Hash_SHA256(i),1000003,0
2084,Sequential,1009,0
2084,Sequential,100003,0
2084,Sequential,1000003,0
2084,Polynomial,1009,0
2084,Polynomial,100003,0
2084,Polynomial,1000003,0
2084,Exponential,1009,0
2084,Exponential,100003,0
2084,Exponential,1000003,0
2084,Hash_SHA256(i),1009,0
2084,Hash_SHA256(i),100003,0
2084,Hash_SHA256(i),1000003,0
2085,Sequential,1009,0
2085,Sequential,100003,0
2085,Sequential,1000003,0
2085,Polynomial,1009,0
2085,Polynomial,100003,0
2085,Polynomial,1000003,0
2085,Exponential,1009,0
2085,Exponential,100003,0
2085,Exponential,1000003,0
2085,Hash_SHA256(i),1009,0
2085,Hash_SHA256(i),100003,0
2085,Hash_SHA256(i),1000003,0
2086,Sequential,1009,0
2086,Sequential,100003,0
2086,Sequential,1000003,0
2086,Polynomial,1009,0
2086,Polynomial,100003,0
2086,Polynomial,1000003,0
2086,Exponential,1009,0
2086,Exponential,100003,0
2086,Exponential,1000003,0
2086,Hash_SHA256(i),1009,0
2086,Hash_SHA256(i),100003,0
2086,Hash_SHA256(i),1000003,0
2087,Sequential,1009,0
2087,Sequential,100003,0
2087,Sequential,1000003,0
2087,Polynomial,1009,0
2087,Polynomial,100003,0
2087,Polynomial,1000003,0
2087,Exponential,1009,0
2087,Exponential,100003,0
2087,Exponential,1000003,0
2087,Hash_SHA256(i),1009,0
2087,Hash_SHA256(i),100003,0
2087,Hash_SHA256(i),1000003,0
2088,Sequential,1009,0
2088,Sequential,100003,0
2088,Sequential,1000003,0
2088,Polynomial,1009,0
2088,Polynomial,100003,0
2088,Polynomial,1000003,0
2088,Exponential,1009,0
2088,Exponential,100003,0
2088,Exponential,1000003,0
2088,Hash_SHA256(i),1009,0
2088,Hash_SHA256(i),100003,0
2088,Hash_SHA256(i),1000003,0
2089,Sequential,1009,0
2089,Sequential,100003,0
2089,Sequential,1000003,0
2089,Polynomial,1009,0
2089,Polynomial,100003,0
2089,Polynomial,1000003,0
2089,Exponential,1009,0
2089,Exponential,100003,0
2089,Exponential,1000003,0
2089,Hash_SHA256(i),1009,0
2089,Hash_SHA256(i),100003,0
2089,Hash_SHA256(i),1000003,0
2090,Sequential,1009,0
2090,Sequential,100003,0
2090,Sequential,1000003,0
2090,Polynomial,1009,0
2090,Polynomial,100003,0
2090,Polynomial,1000003,0
2090,Exponential,1009,0
2090,Exponential,100003,0
2090,Exponential,1000003,0
2090,Hash_SHA256(i),1009,0
2090,Hash_SHA256(i),100003,0
2090,Hash_SHA256(i),1000003,0
2091,Sequential,1009,0
2091,Sequential,100003,0
2091,Sequential,1000003,0
2091,Polynomial,1009,0
2091,Polynomial,100003,0
2091,Polynomial,1000003,0
2091,Exponential,1009,0
2091,Exponential,100003,0
2091,Exponential,1000003,0
2091,Hash_SHA256(i),1009,0
2091,Hash_SHA256(i),100003,0
2091,Hash_SHA256(i),1000003,0
2092,Sequential,1009,0
2092,Sequential,100003,0
2092,Sequential,1000003,0
2092,Polynomial,1009,0
2092,Polynomial,100003,0
2092,Polynomial,1000003,0
2092,Exponential,1009,0
2092,Exponential,100003,0
2092,Exponential,1000003,0
2092,Hash_SHA256(i),1009,0
2092,Hash_SHA256(i),100003,0
2092,Hash_SHA256(i),1000003,0
2093,Sequential,1009,0
2093,Sequential,100003,0
2093,Sequential,1000003,0
2093,Polynomial,1009,0
2093,Polynomial,100003,0
2093,Polynomial,1000003,0
2093,Exponential,1009,0
2093,Exponential,100003,0
2093,Exponential,1000003,0
2093,Hash_SHA256(i),1009,0
2093,Hash_SHA256(i),100003,0
2093,Hash_SHA256(i),1000003,0
2094,Sequential,1009,0
2094,Sequential,100003,0
2094,Sequential,1000003,0
2094,Polynomial,1009,0
2094,Polynomial,100003,0
2094,Polynomial,1000003,0
2094,Exponential,1009,0
2094,Exponential,100003,0
2094,Exponential,1000003,0
2094,Hash_SHA256(i),1009,0
2094,Hash_SHA256(i),100003,0
2094,Hash_SHA256(i),1000003,0
2095,Sequential,1009,0
2095,Sequential,100003,0
2095,Sequential,1000003,0
2095,Polynomial,1009,0
2095,Polynomial,100003,0
2095,Polynomial,1000003,0
2095,Exponential,1009,0
2095,Exponential,100003,0
2095,Exponential,1000003,0
2095,Hash_SHA256(i),1009,0
2095,Hash_SHA256(i),100003,0
2095,Hash_SHA256(i),1000003,0
2096,Sequential,1009,0
2096,Sequential,100003,0
2096,Sequential,1000003,0
2096,Polynomial,1009,0
2096,Polynomial,100003,0
2096,Polynomial,1000003,0
2096,Exponential,1009,0
2096,Exponential,100003,0
2096,Exponential,1000003,0
2096,Hash_SHA256(i),1009,0
2096,Hash_SHA256(i),100003,0
2096,Hash_SHA256(i),1000003,0
2097,Sequential,1009,0
2097,Sequential,100003,0
2097,Sequential,1000003,0
2097,Polynomial,1009,0
2097,Polynomial,100003,0
2097,Polynomial,1000003,0
2097,Exponential,1009,0
2097,Exponential,100003,0
2097,Exponential,1000003,0
2097,Hash_SHA256(i),1009,0
2097,Hash_SHA256(i),100003,0
2097,Hash_SHA256(i),1000003,0
2098,Sequential,1009,0
2098,Sequential,100003,0
2098,Sequential,1000003,0
2098,Polynomial,1009,0
2098,Polynomial,100003,0
2098,Polynomial,1000003,0
2098,Exponential,1009,0
2098,Exponential,100003,0
2098,Exponential,1000003,0
2098,Hash_SHA256(i),1009,0
2098,Hash_SHA256(i),100003,0
2098,Hash_SHA256(i),1000003,0
2099,Sequential,1009,0
2099,Sequential,100003,0
2099,Sequential,1000003,0
2099,Polynomial,1009,0
2099,Polynomial,100003,0
2099,Polynomial,1000003,0
2099,Exponential,1009,0
2099,Exponential,100003,0
2099,Exponential,1000003,0
2099,Hash_SHA256(i),1009,0
2099,Hash_SHA256(i),100003,0
2099,Hash_SHA256(i),1000003,0
2100,Sequential,1009,0
2100,Sequential,100003,0
2100,Sequential,1000003,0
2100,Polynomial,1009,0
2100,Polynomial,100003,0
2100,Polynomial,1000003,0
2100,Exponential,1009,0
2100,Exponential,100003,0
2100,Exponential,1000003,0
2100,Hash_SHA256(i),1009,0
2100,Hash_SHA256(i),100003,0
2100,Hash_SHA256(i),1000003,0
2101,Sequential,1009,0
2101,Sequential,100003,0
2101,Sequential,1000003,0
2101,Polynomial,1009,0
2101,Polynomial,100003,0
2101,Polynomial,1000003,0
2101,Exponential,1009,0
2101,Exponential,100003,0
2101,Exponential,1000003,0
2101,Hash_SHA256(i),1009,0
2101,Hash_SHA256(i),100003,0
2101,Hash_SHA256(i),1000003,0
2102,Sequential,1009,0
2102,Sequential,100003,0
2102,Sequential,1000003,0
2102,Polynomial,1009,0
2102,Polynomial,100003,0
2102,Polynomial,1000003,0
2102,Exponential,1009,0
2102,Exponential,100003,0
2102,Exponential,1000003,0
2102,Hash_SHA256(i),1009,0
2102,Hash_SHA256(i),100003,0
2102,Hash_SHA256(i),1000003,0
2103,Sequential,1009,0
2103,Sequential,100003,0
2103,Sequential,1000003,0
2103,Polynomial,1009,0
2103,Polynomial,100003,0
2103,Polynomial,1000003,0
2103,Exponential,1009,0
2103,Exponential,100003,0
2103,Exponential,1000003,0
2103,Hash_SHA256(i),1009,0
2103,Hash_SHA256(i),100003,0
2103,Hash_SHA256(i),1000003,0
2104,Sequential,1009,0
2104,Sequential,100003,0
2104,Sequential,1000003,0
2104,Polynomial,1009,0
2104,Polynomial,100003,0
2104,Polynomial,1000003,0
2104,Exponential,1009,0
2104,Exponential,100003,0
2104,Exponential,1000003,0
2104,Hash_SHA256(i),1009,0
2104,Hash_SHA256(i),100003,0
2104,Hash_SHA256(i),1000003,0
2105,Sequential,1009,0
2105,Sequential,100003,0
2105,Sequential,1000003,0
2105,Polynomial,1009,0
2105,Polynomial,100003,0
2105,Polynomial,1000003,0
2105,Exponential,1009,0
2105,Exponential,100003,0
2105,Exponential,1000003,0
2105,Hash_SHA256(i),1009,0
2105,Hash_SHA256(i),100003,0
2105,Hash_SHA256(i),1000003,0
2106,Sequential,1009,0
2106,Sequential,100003,0
2106,Sequential,1000003,0
2106,Polynomial,1009,0
2106,Polynomial,100003,0
2106,Polynomial,1000003,0
2106,Exponential,1009,0
2106,Exponential,100003,0
2106,Exponential,1000003,0
2106,Hash_SHA256(i),1009,0
2106,Hash_SHA256(i),100003,0
2106,Hash_SHA256(i),1000003,0
2107,Sequential,1009,0
2107,Sequential,100003,0
2107,Sequential,1000003,0
2107,Polynomial,1009,0
2107,Polynomial,100003,0
2107,Polynomial,1000003,0
2107,Exponential,1009,0
2107,Exponential,100003,0
2107,Exponential,1000003,0
2107,Hash_SHA256(i),1009,0
2107,Hash_SHA256(i),100003,0
2107,Hash_SHA256(i),1000003,0
2108,Sequential,1009,0
2108,Sequential,100003,0
2108,Sequential,1000003,0
2108,Polynomial,1009,0
2108,Polynomial,100003,0
2108,Polynomial,1000003,0
2108,Exponential,1009,0
2108,Exponential,100003,0
2108,Exponential,1000003,0
2108,Hash_SHA256(i),1009,0
2108,Hash_SHA256(i),100003,0
2108,Hash_SHA256(i),1000003,0
2109,Sequential,1009,0
2109,Sequential,100003,0
2109,Sequential,1000003,0
2109,Polynomial,1009,0
2109,Polynomial,100003,0
2109,Polynomial,1000003,0
2109,Exponential,1009,0
2109,Exponential,100003,0
2109,Exponential,1000003,0
2109,Hash_SHA256(i),1009,0
2109,Hash_SHA256(i),100003,0
2109,Hash_SHA256(i),1000003,0
2110,Sequential,1009,0
2110,Sequential,100003,0
2110,Sequential,1000003,0
2110,Polynomial,1009,0
2110,Polynomial,100003,0
2110,Polynomial,1000003,0
2110,Exponential,1009,0
2110,Exponential,100003,0
2110,Exponential,1000003,0
2110,Hash_SHA256(i),1009,0
2110,Hash_SHA256(i),100003,0
2110,Hash_SHA256(i),1000003,0
2111,Sequential,1009,0
2111,Sequential,100003,0
2111,Sequential,1000003,0
2111,Polynomial,1009,0
2111,Polynomial,100003,0
2111,Polynomial,1000003,0
2111,Exponential,1009,0
2111,Exponential,100003,0
2111,Exponential,1000003,0
2111,Hash_SHA256(i),1009,0
2111,Hash_SHA256(i),100003,0
2111,Hash_SHA256(i),1000003,0
2112,Sequential,1009,0
2112,Sequential,100003,0
2112,Sequential,1000003,0
2112,Polynomial,1009,0
2112,Polynomial,100003,0
2112,Polynomial,1000003,0
2112,Exponential,1009,0
2112,Exponential,100003,0
2112,Exponential,1000003,0
2112,Hash_SHA256(i),1009,0
2112,Hash_SHA256(i),100003,0
2112,Hash_SHA256(i),1000003,0
2113,Sequential,1009,0
2113,Sequential,100003,0
2113,Sequential,1000003,0
2113,Polynomial,1009,0
2113,Polynomial,100003,0
2113,Polynomial,1000003,0
2113,Exponential,1009,0
2113,Exponential,100003,0
2113,Exponential,1000003,0
2113,Hash_SHA256(i),1009,0
2113,Hash_SHA256(i),100003,0
2113,Hash_SHA256(i),1000003,0
2114,Sequential,1009,0
2114,Sequential,100003,0
2114,Sequential,1000003,0
2114,Polynomial,1009,0
2114,Polynomial,100003,0
2114,Polynomial,1000003,0
2114,Exponential,1009,0
2114,Exponential,100003,0
2114,Exponential,1000003,0
2114,Hash_SHA256(i),1009,0
2114,Hash_SHA256(i),100003,0
2114,Hash_SHA256(i),1000003,0
2115,Sequential,1009,0
2115,Sequential,100003,0
2115,Sequential,1000003,0
2115,Polynomial,1009,0
2115,Polynomial,100003,0
2115,Polynomial,1000003,0
2115,Exponential,1009,0
2115,Exponential,100003,0
2115,Exponential,1000003,0
2115,Hash_SHA256(i),1009,0
2115,Hash_SHA256(i),100003,0
2115,Hash_SHA256(i),1000003,0
2116,Sequential,1009,0
2116,Sequential,100003,0
2116,Sequential,1000003,0
2116,Polynomial,1009,0
2116,Polynomial,100003,0
2116,Polynomial,1000003,0
2116,Exponential,1009,0
2116,Exponential,100003,0
2116,Exponential,1000003,0
2116,Hash_SHA256(i),1009,0
2116,Hash_SHA256(i),100003,0
2116,Hash_SHA256(i),1000003,0
2117,Sequential,1009,0
2117,Sequential,100003,0
2117,Sequential,1000003,0
2117,Polynomial,1009,0
2117,Polynomial,100003,0
2117,Polynomial,1000003,0
2117,Exponential,1009,0
2117,Exponential,100003,0
2117,Exponential,1000003,0
2117,Hash_SHA256(i),1009,0
2117,Hash_SHA256(i),100003,0
2117,Hash_SHA256(i),1000003,0
2118,Sequential,1009,0
2118,Sequential,100003,0
2118,Sequential,1000003,0
2118,Polynomial,1009,0
2118,Polynomial,100003,0
2118,Polynomial,1000003,0
2118,Exponential,1009,0
2118,Exponential,100003,0
2118,Exponential,1000003,0
2118,Hash_SHA256(i),1009,0
2118,Hash_SHA256(i),100003,0
2118,Hash_SHA256(i),1000003,0
2119,Sequential,1009,0
2119,Sequential,100003,0
2119,Sequential,1000003,0
2119,Polynomial,1009,0
2119,Polynomial,100003,0
2119,Polynomial,1000003,0
2119,Exponential,1009,0
2119,Exponential,100003,0
2119,Exponential,1000003,0
2119,Hash_SHA256(i),1009,0
2119,Hash_SHA256(i),100003,0
2119,Hash_SHA256(i),1000003,0
2120,Sequential,1009,0
2120,Sequential,100003,0
2120,Sequential,1000003,0
2120,Polynomial,1009,0
2120,Polynomial,100003,0
2120,Polynomial,1000003,0
2120,Exponential,1009,0
2120,Exponential,100003,0
2120,Exponential,1000003,0
2120,Hash_SHA256(i),1009,0
2120,Hash_SHA256(i),100003,0
2120,Hash_SHA256(i),1000003,0
2121,Sequential,1009,0
2121,Sequential,100003,0
2121,Sequential,1000003,0
2121,Polynomial,1009,0
2121,Polynomial,100003,0
2121,Polynomial,1000003,0
2121,Exponential,1009,0
2121,Exponential,100003,0
2121,Exponential,1000003,0
2121,Hash_SHA256(i),1009,0
2121,Hash_SHA256(i),100003,0
2121,Hash_SHA256(i),1000003,0
2122,Sequential,1009,0
2122,Sequential,100003,0
2122,Sequential,1000003,0
2122,Polynomial,1009,0
2122,Polynomial,100003,0
2122,Polynomial,1000003,0
2122,Exponential,1009,0
2122,Exponential,100003,0
2122,Exponential,1000003,0
2122,Hash_SHA256(i),1009,0
2122,Hash_SHA256(i),100003,0
2122,Hash_SHA256(i),1000003,0
2123,Sequential,1009,0
2123,Sequential,100003,0
2123,Sequential,1000003,0
2123,Polynomial,1009,0
2123,Polynomial,100003,0
2123,Polynomial,1000003,0
2123,Exponential,1009,0
2123,Exponential,100003,0
2123,Exponential,1000003,0
2123,Hash_SHA256(i),1009,0
2123,Hash_SHA256(i),100003,0
2123,Hash_SHA256(i),1000003,0
2124,Sequential,1009,0
2124,Sequential,100003,0
2124,Sequential,1000003,0
2124,Polynomial,1009,0
2124,Polynomial,100003,0
2124,Polynomial,1000003,0
2124,Exponential,1009,0
2124,Exponential,100003,0
2124,Exponential,1000003,0
2124,Hash_SHA256(i),1009,0
2124,Hash_SHA256(i),100003,0
2124,Hash_SHA256(i),1000003,0
2125,Sequential,1009,0
2125,Sequential,100003,0
2125,Sequential,1000003,0
2125,Polynomial,1009,0
2125,Polynomial,100003,0
2125,Polynomial,1000003,0
2125,Exponential,1009,0
2125,Exponential,100003,0
2125,Exponential,1000003,0
2125,Hash_SHA256(i),1009,0
2125,Hash_SHA256(i),100003,0
2125,Hash_SHA256(i),1000003,0
2126,Sequential,1009,0
2126,Sequential,100003,0
2126,Sequential,1000003,0
2126,Polynomial,1009,0
2126,Polynomial,100003,0
2126,Polynomial,1000003,0
2126,Exponential,1009,0
2126,Exponential,100003,0
2126,Exponential,1000003,0
2126,Hash_SHA256(i),1009,0
2126,Hash_SHA256(i),100003,0
2126,Hash_SHA256(i),1000003,0
2127,Sequential,1009,0
2127,Sequential,100003,0
2127,Sequential,1000003,0
2127,Polynomial,1009,0
2127,Polynomial,100003,0
2127,Polynomial,1000003,0
2127,Exponential,1009,0
2127,Exponential,100003,0
2127,Exponential,1000003,0
2127,Hash_SHA256(i),1009,0
2127,Hash_SHA256(i),100003,0
2127,Hash_SHA256(i),1000003,0
2128,Sequential,1009,0
2128,Sequential,100003,0
2128,Sequential,1000003,0
2128,Polynomial,1009,0
2128,Polynomial,100003,0
2128,Polynomial,1000003,0
2128,Exponential,1009,0
2128,Exponential,100003,0
2128,Exponential,1000003,0
2128,Hash_SHA256(i),1009,0
2128,Hash_SHA256(i),100003,0
2128,Hash_SHA256(i),1000003,0
2129,Sequential,1009,0
2129,Sequential,100003,0
2129,Sequential,1000003,0
2129,Polynomial,1009,0
2129,Polynomial,100003,0
2129,Polynomial,1000003,0
2129,Exponential,1009,0
2129,Exponential,100003,0
2129,Exponential,1000003,0
2129,Hash_SHA256(i),1009,0
2129,Hash_SHA256(i),100003,0
2129,Hash_SHA256(i),1000003,0
2130,Sequential,1009,0
2130,Sequential,100003,0
2130,Sequential,1000003,0
2130,Polynomial,1009,0
2130,Polynomial,100003,0
2130,Polynomial,1000003,0
2130,Exponential,1009,0
2130,Exponential,100003,0
2130,Exponential,1000003,0
2130,Hash_SHA256(i),1009,0
2130,Hash_SHA256(i),100003,0
2130,Hash_SHA256(i),1000003,0
2131,Sequential,1009,0
2131,Sequential,100003,0
2131,Sequential,1000003,0
2131,Polynomial,1009,0
2131,Polynomial,100003,0
2131,Polynomial,1000003,0
2131,Exponential,1009,0
2131,Exponential,100003,0
2131,Exponential,1000003,0
2131,Hash_SHA256(i),1009,0
2131,Hash_SHA256(i),100003,0
2131,Hash_SHA256(i),1000003,0
2132,Sequential,1009,0
2132,Sequential,100003,0
2132,Sequential,1000003,0
2132,Polynomial,1009,0
2132,Polynomial,100003,0
2132,Polynomial,1000003,0
2132,Exponential,1009,0
2132,Exponential,100003,0
2132,Exponential,1000003,0
2132,Hash_SHA256(i),1009,0
2132,Hash_SHA256(i),100003,0
2132,Hash_SHA256(i),1000003,0
2133,Sequential,1009,0
2133,Sequential,100003,0
2133,Sequential,1000003,0
2133,Polynomial,1009,0
2133,Polynomial,100003,0
2133,Polynomial,1000003,0
2133,Exponential,1009,0
2133,Exponential,100003,0
2133,Exponential,1000003,0
2133,Hash_SHA256(i),1009,0
2133,Hash_SHA256(i),100003,0
2133,Hash_SHA256(i),1000003,0
2134,Sequential,1009,0
2134,Sequential,100003,0
2134,Sequential,1000003,0
2134,Polynomial,1009,0
2134,Polynomial,100003,0
2134,Polynomial,1000003,0
2134,Exponential,1009,0
2134,Exponential,100003,0
2134,Exponential,1000003,0
2134,Hash_SHA256(i),1009,0
2134,Hash_SHA256(i),100003,0
2134,Hash_SHA256(i),1000003,0
2135,Sequential,1009,0
2135,Sequential,100003,0
2135,Sequential,1000003,0
2135,Polynomial,1009,0
2135,Polynomial,100003,0
2135,Polynomial,1000003,0
2135,Exponential,1009,0
2135,Exponential,100003,0
2135,Exponential,1000003,0
2135,Hash_SHA256(i),1009,0
2135,Hash_SHA256(i),100003,0
2135,Hash_SHA256(i),1000003,0
2136,Sequential,1009,0
2136,Sequential,100003,0
2136,Sequential,1000003,0
2136,Polynomial,1009,0
2136,Polynomial,100003,0
2136,Polynomial,1000003,0
2136,Exponential,1009,0
2136,Exponential,100003,0
2136,Exponential,1000003,0
2136,Hash_SHA256(i),1009,0
2136,Hash_SHA256(i),100003,0
2136,Hash_SHA256(i),1000003,0
2137,Sequential,1009,0
2137,Sequential,100003,0
2137,Sequential,1000003,0
2137,Polynomial,1009,0
2137,Polynomial,100003,0
2137,Polynomial,1000003,0
2137,Exponential,1009,0
2137,Exponential,100003,0
2137,Exponential,1000003,0
2137,Hash_SHA256(i),1009,0
2137,Hash_SHA256(i),100003,0
2137,Hash_SHA256(i),1000003,0
2138,Sequential,1009,0
2138,Sequential,100003,0
2138,Sequential,1000003,0
2138,Polynomial,1009,0
2138,Polynomial,100003,0
2138,Polynomial,1000003,0
2138,Exponential,1009,0
2138,Exponential,100003,0
2138,Exponential,1000003,0
2138,Hash_SHA256(i),1009,0
2138,Hash_SHA256(i),100003,0
2138,Hash_SHA256(i),1000003,0
2139,Sequential,1009,0
2139,Sequential,100003,0
2139,Sequential,1000003,0
2139,Polynomial,1009,0
2139,Polynomial,100003,0
2139,Polynomial,1000003,0
2139,Exponential,1009,0
2139,Exponential,100003,0
2139,Exponential,1000003,0
2139,Hash_SHA256(i),1009,0
2139,Hash_SHA256(i),100003,0
2139,Hash_SHA256(i),1000003,0
2140,Sequential,1009,0
2140,Sequential,100003,0
2140,Sequential,1000003,0
2140,Polynomial,1009,0
2140,Polynomial,100003,0
2140,Polynomial,1000003,0
2140,Exponential,1009,0
2140,Exponential,100003,0
2140,Exponential,1000003,0
2140,Hash_SHA256(i),1009,0
2140,Hash_SHA256(i),100003,0
2140,Hash_SHA256(i),1000003,0
2141,Sequential,1009,0
2141,Sequential,100003,0
2141,Sequential,1000003,0
2141,Polynomial,1009,0
2141,Polynomial,100003,0
2141,Polynomial,1000003,0
2141,Exponential,1009,0
2141,Exponential,100003,0
2141,Exponential,1000003,0
2141,Hash_SHA256(i),1009,0
2141,Hash_SHA256(i),100003,0
2141,Hash_SHA256(i),1000003,0
2142,Sequential,1009,0
2142,Sequential,100003,0
2142,Sequential,1000003,0
2142,Polynomial,1009,0
2142,Polynomial,100003,0
2142,Polynomial,1000003,0
2142,Exponential,1009,0
2142,Exponential,100003,0
2142,Exponential,1000003,0
2142,Hash_SHA256(i),1009,0
2142,Hash_SHA256(i),100003,0
2142,Hash_SHA256(i),1000003,0
2143,Sequential,1009,0
2143,Sequential,100003,0
2143,Sequential,1000003,0
2143,Polynomial,1009,0
2143,Polynomial,100003,0
2143,Polynomial,1000003,0
2143,Exponential,1009,0
2143,Exponential,100003,0
2143,Exponential,1000003,0
2143,Hash_SHA256(i),1009,0
2143,Hash_SHA256(i),100003,0
2143,Hash_SHA256(i),1000003,0
2144,Sequential,1009,0
2144,Sequential,100003,0
2144,Sequential,1000003,0
2144,Polynomial,1009,0
2144,Polynomial,100003,0
2144,Polynomial,1000003,0
2144,Exponential,1009,0
2144,Exponential,100003,0
2144,Exponential,1000003,0
2144,Hash_SHA256(i),1009,0
2144,Hash_SHA256(i),100003,0
2144,Hash_SHA256(i),1000003,0
2145,Sequential,1009,0
2145,Sequential,100003,0
2145,Sequential,1000003,0
2145,Polynomial,1009,0
2145,Polynomial,100003,0
2145,Polynomial,1000003,0
2145,Exponential,1009,0
2145,Exponential,100003,0
2145,Exponential,1000003,0
2145,Hash_SHA256(i),1009,0
2145,Hash_SHA256(i),100003,0
2145,Hash_SHA256(i),1000003,0
2146,Sequential,1009,0
2146,Sequential,100003,0
2146,Sequential,1000003,0
2146,Polynomial,1009,0
2146,Polynomial,100003,0
2146,Polynomial,1000003,0
2146,Exponential,1009,0
2146,Exponential,100003,0
2146,Exponential,1000003,0
2146,Hash_SHA256(i),1009,0
2146,Hash_SHA256(i),100003,0
2146,Hash_SHA256(i),1000003,0
2147,Sequential,1009,0
2147,Sequential,100003,0
2147,Sequential,1000003,0
2147,Polynomial,1009,0
2147,Polynomial,100003,0
2147,Polynomial,1000003,0
2147,Exponential,1009,0
2147,Exponential,100003,0
2147,Exponential,1000003,0
2147,Hash_SHA256(i),1009,0
2147,Hash_SHA256(i),100003,0
2147,Hash_SHA256(i),1000003,0
2148,Sequential,1009,0
2148,Sequential,100003,0
2148,Sequential,1000003,0
2148,Polynomial,1009,0
2148,Polynomial,100003,0
2148,Polynomial,1000003,0
2148,Exponential,1009,0
2148,Exponential,100003,0
2148,Exponential,1000003,0
2148,Hash_SHA256(i),1009,0
2148,Hash_SHA256(i),100003,0
2148,Hash_SHA256(i),1000003,0
2149,Sequential,1009,0
2149,Sequential,100003,0
2149,Sequential,1000003,0
2149,Polynomial,1009,0
2149,Polynomial,100003,0
2149,Polynomial,1000003,0
2149,Exponential,1009,0
2149,Exponential,100003,0
2149,Exponential,1000003,0
2149,Hash_SHA256(i),1009,0
2149,Hash_SHA256(i),100003,0
2149,Hash_SHA256(i),1000003,0
2150,Sequential,1009,0
2150,Sequential,100003,0
2150,Sequential,1000003,0
2150,Polynomial,1009,0
2150,Polynomial,100003,0
2150,Polynomial,1000003,0
2150,Exponential,1009,0
2150,Exponential,100003,0
2150,Exponential,1000003,0
2150,Hash_SHA256(i),1009,0
2150,Hash_SHA256(i),100003,0
2150,Hash_SHA256(i),1000003,0
2151,Sequential,1009,0
2151,Sequential,100003,0
2151,Sequential,1000003,0
2151,Polynomial,1009,0
2151,Polynomial,100003,0
2151,Polynomial,1000003,0
2151,Exponential,1009,0
2151,Exponential,100003,0
2151,Exponential,1000003,0
2151,Hash_SHA256(i),1009,0
2151,Hash_SHA256(i),100003,0
2151,Hash_SHA256(i),1000003,0
2152,Sequential,1009,0
2152,Sequential,100003,0
2152,Sequential,1000003,0
2152,Polynomial,1009,0
2152,Polynomial,100003,0
2152,Polynomial,1000003,0
2152,Exponential,1009,0
2152,Exponential,100003,0
2152,Exponential,1000003,0
2152,Hash_SHA256(i),1009,0
2152,Hash_SHA256(i),100003,0
2152,Hash_SHA256(i),1000003,0
2153,Sequential,1009,0
2153,Sequential,100003,0
2153,Sequential,1000003,0
2153,Polynomial,1009,0
2153,Polynomial,100003,0
2153,Polynomial,1000003,0
